acc_date,type,reg,operator,fat,location,dmg,plane_type
2022-01-03 00:00:00,British Aerospace 4121 Jetstream 41,ZS-NRJ,SA Airlink,0.0,near Venetia Mine Airport,sub,BRITISH AEROSPACE 4121 JETSTREAM 41
2022-01-04 00:00:00,British Aerospace 3101 Jetstream 31,HR-AYY,LANHSA - Línea Aérea Nacional de Honduras S.A,0.0,Roatán-Juan Manuel Gálvez International Airport (RTB),sub,BRITISH AEROSPACE 3101 JETSTREAM 31
2022-01-05 00:00:00,Boeing 737-4H6,EP-CAP,Caspian Airlines,0.0,Isfahan-Shahid Beheshti Airport (IFN),sub,BOEING 737-4H6
2022-01-08 00:00:00,Tupolev Tu-204-100C,RA-64032,"Cainiao, opb Aviastar-TU",0.0,Hangzhou Xiaoshan International Airport (HGH),w/o,TUPOLEV TU-204-100C
2022-01-12 00:00:00,Beechcraft 200 Super King Air,UNKNOWN,private,0.0,"Machakilha, Toledo District, Grahem Creek area",w/o,BEECHCRAFT 200 SUPER KING AIR
2022-01-16 00:00:00,Airbus A320-214 (WL),JA24MC,Star Flyer,0.0,near Okayama City,non,AIRBUS A320-214 (WL)
2022-01-19 00:00:00,Cessna 208B Grand Caravan EX,YV3033,Mahan Air,0.0,"near Vakilabad, Arzuiyeh",sub,CESSNA 208B GRAND CARAVAN EX
2022-01-22 00:00:00,Airbus A320-232,N760JB,JetBlue Airways,0.0,"Hayden-Yampa Valley Airport, CO (HDN)",sub,AIRBUS A320-232
2022-01-27 00:00:00,Bombardier CL-600-2B16 Challenger 604,2-SLOW,Volare Aviation,0.0,Heraklion-N. Kazantzakis Airport (HER/LGIR),sub,BOMBARDIER CL-600-2B16 CHALLENGER 604
2022-01-31 00:00:00,Bombardier CL-600-2B16 Challenger 604,N999PX,Lima Delta Co Trustee,0.0,London-Stansted Airport (STN),sub,BOMBARDIER CL-600-2B16 CHALLENGER 604
2022-01-31 00:00:00,Beechcraft B300 King Air 350,C-GEAS,"Air Tindi, opf Royal Canadian Air Force - RCAF",0.0,"Thunder Bay Airport, ON (YQT)",sub,BEECHCRAFT B300 KING AIR 350
2022-02-02 00:00:00,Hawker 1000,N207K,Skyview LLC,0.0,"Islip-Long Island MacArthur Airport, NY (ISP)",sub,HAWKER 1000
2022-02-05 00:00:00,Cessna 208B Grand Caravan,5H-TAZ,Care Aviation,0.0,New Fangak Airstrip,sub,CESSNA 208B GRAND CARAVAN
2022-02-07 00:00:00,Embraer ERJ-190-100LR,OH-LKK,Finnair,0.0,København-Kastrup Airport (CPH),sub,EMBRAER ERJ-190-100LR
2022-02-08 00:00:00,Antonov An-26,SP-402,South Sudanese Air Force,0.0,Agok Airstrip,sub,ANTONOV AN-26
2022-02-11 00:00:00,Cessna 501 Citation I/SP,LV-JUO,Aviajet SA,0.0,"Morón-Ituzaingo Airport, BA",sub,CESSNA 501 CITATION I/SP
2022-02-11 00:00:00,Antonov An-2R,RA-33599,Kamchatsky Krechet,2.0,"1 km SW of Koryaki, Yelizovsky district, Kamchatka",w/o,ANTONOV AN-2R
2022-02-14 00:00:00,Let L-410UVP-E3,9S-GFA,Doren Air Congo,0.0,Bukavu-Kavumu Airport (BKY),w/o,LET L-410UVP-E3
2022-02-15 00:00:00,ATR 42-500,JA04JC,Japan Air Commuter,0.0,55 km NNW of Osaka Airport,non,ATR 42-500
2022-02-15 00:00:00,Britten-Norman BN-2A-9 Islander,N821RR,Air Flamenco,0.0,Culebra Airport (CPX),sub,BRITTEN-NORMAN BN-2A-9 ISLANDER
2022-02-16 00:00:00,Swearingen SA226-AT Merlin IV,HK-5225,Colcharter,0.0,San Andres Island-Gustavo Rojas Pinilla Airport (ADZ),sub,SWEARINGEN SA226-AT MERLIN IV
2022-02-18 00:00:00,Embraer EMB-500 Phenom 100E,N68NH,Eclipse Transport LLC,0.0,"Detroit-Coleman A. Young International Airport, MI (DET)",sub,EMBRAER EMB-500 PHENOM 100E
2022-02-21 00:00:00,de Havilland Canada DHC-3T Texas Turbine Otter,N413JP,Bald Mountain Air Services,0.0,"Umiat Airport, AK (UMT)",sub,DE HAVILLAND CANADA DHC-3T TEXAS TURBINE OTTER
2022-02-21 00:00:00,Raytheon Hawker 800XP,N99AP,Roper Aviation LLC,0.0,"Aspen-Pitkin County Airport, CO (ASE/KASE)",sub,RAYTHEON HAWKER 800XP
2022-02-23 00:00:00,Cessna 208B Grand Caravan,5X-ASD,Air Serv Limited,0.0,Bor Airport (HSBR),sub,CESSNA 208B GRAND CARAVAN
2022-02-23 00:00:00,Antonov An-2,UNKNOWN,Taraz Zhana Alem,0.0,10 km S of Aralsk,w/o,ANTONOV AN-2
2022-02-24 00:00:00,Antonov An-22A,UR-09307,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),sub,ANTONOV AN-22A
2022-02-24 00:00:00,Antonov An-26-100,UR-13395,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),w/o,ANTONOV AN-26-100
2022-02-24 00:00:00,Antonov An-74T,UR-74010,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),w/o,ANTONOV AN-74T
2022-02-24 00:00:00,Cessna 208B Supervan 900,N10JA,GoJump Oceanside,0.0,"0,4 km NE of Oceanside Municipal Airport, CA (OCN/KOKB)",sub,CESSNA 208B SUPERVAN 900
2022-02-24 00:00:00,Antonov An-26,59 blue,Ukraine Air Force,5.0,ca 2 km N of Zhukivtsi,w/o,ANTONOV AN-26
2022-02-26 00:00:00,Cessna 208B Grand Caravan,5H-MZA,AB Aviation,14.0,"2,5 km NW off Mohéli-Bandar es Eslam Airport (NWA)",w/o,CESSNA 208B GRAND CARAVAN
2022-02-27 00:00:00,Antonov An-124-100,UR-82009,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),sub,ANTONOV AN-124-100
2022-02-27 00:00:00,Antonov An-225,UR-82060,Antonov Airlines,0.0,Kyiv-Gostomel Airport (GML),w/o,ANTONOV AN-225
2022-02-28 00:00:00,Cessna 208B Grand Caravan,N108RF,Revolution Flight,0.0,"Campbellton, TX",sub,CESSNA 208B GRAND CARAVAN
2022-02-28 00:00:00,Embraer ERJ 170-200 LR (ERJ-175LR),N402YX,"American Eagle, opb Republic Airlines",0.0,"Washington-Ronald Reagan National Airport, DC (DCA)",non,EMBRAER ERJ 170-200 LR (ERJ-175LR)
2022-02-28 00:00:00,Cessna 208B Grand Caravan EX,PK-FSW,Spirit Avia Sentosa,0.0,Bilogai/Sugapa Airport (ZGP),sub,CESSNA 208B GRAND CARAVAN EX
2022-03-01 00:00:00,Shaanxi Y-8Q,UNKNOWN,China Naval Air Force - Unit 92967,11.0,"off Sanya, Hainan Province",w/o,SHAANXI Y-8Q
2022-03-02 00:00:00,Embraer EMB-500 Phenom 100,LV-GQN,Flyzar,0.0,"Angra dos Reis Airport, RJ (SDAG)",sub,EMBRAER EMB-500 PHENOM 100
2022-03-03 00:00:00,Boeing 737-8AS (WL),EI-DHH,Ryanair,0.0,Ibiza Airport (LEIB),non,BOEING 737-8AS (WL)
2022-03-05 00:00:00,Dornier 228-101,CG756,Indian Coast Guard,0.0,Kanpur Air Force Station (VICX),sub,DORNIER 228-101
2022-03-06 00:00:00,Beechcraft 200 Super King Air,N8170J,HLAF AETA LLC,0.0,"Gulfport-Biloxi International Airport, MS (GPT)",sub,BEECHCRAFT 200 SUPER KING AIR
2022-03-07 00:00:00,Cessna 525B CitationJet CJ3,N22AU,Ozark Air Services,0.0,"Baltimore-Martin State Airport, MD (MTN)",sub,CESSNA 525B CITATIONJET CJ3
2022-03-08 00:00:00,Cessna 208 Caravan I,C-GIPR,Bamaji Air,0.0,"17 km NNW of Sioux Lookout Airport, ON (YXL)",w/o,CESSNA 208 CARAVAN I
2022-03-09 00:00:00,Honda HA-420 HondaJet,N903JT,Jet It LLC,0.0,"Pittsburgh-Allegheny County Airport, PA (AGC)",sub,HONDA HA-420 HONDAJET
2022-03-12 00:00:00,Beechcraft 1900D,HP-1948BT,Bocas Air,0.0,Panama City Albrook-Marcos A. Gelabert International Airport (PAC),sub,BEECHCRAFT 1900D
2022-03-17 00:00:00,Cessna 208B Super Cargomaster,N78SA,Martinaire,0.0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",non,CESSNA 208B SUPER CARGOMASTER
2022-03-17 00:00:00,Cessna 208B Super Cargomaster,N9469B,Martinaire,0.0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",sub,CESSNA 208B SUPER CARGOMASTER
2022-03-21 00:00:00,Boeing 737-89P (WL),B-1791,China Eastern Airlines,132.0,"20 km SW of Wuzhou, Tengxian County",w/o,BOEING 737-89P (WL)
2022-03-26 00:00:00,Boeing 767-346ER,JA603J,Japan Airlines (JAL),0.0,90 km E of Nagoya,non,BOEING 767-346ER
2022-03-30 00:00:00,Cessna 208 Caravan I,D-FLIC,"Skydive Costa d'Argento, lsf Gladwings",1.0,Säntis Mountain,w/o,CESSNA 208 CARAVAN I
2022-04-01 00:00:00,Embraer EMB-110P2 Bandeirante,TG-TAN,TAG Airlines,0.0,Belize City-Philip S.W. Goldson International Airport (BZE),sub,EMBRAER EMB-110P2 BANDEIRANTE
2022-04-02 00:00:00,Learjet 75,N877W,Georgia Crown Distributing Co.,0.0,"Morristown Municipal Airport, NJ (MMU)",sub,LEARJET 75
2022-04-07 00:00:00,Boeing 757-27A (PCF),HP-2010DAE,DHL Aero Expreso,0.0,San José-Juan Santamaria International Airport (SJO),w/o,BOEING 757-27A (PCF)
2022-04-08 00:00:00,Aero Modifications AMI DC-3-65TP,HK-5016,ALIANSA Colombia,0.0,San Felipe Airport,sub,AERO MODIFICATIONS AMI DC-3-65TP
2022-04-11 00:00:00,Beechcraft A100 King Air,C-GYQK,Thunder Airlines,0.0,"Timmins Airport, ON (YTS)",sub,BEECHCRAFT A100 KING AIR
2022-04-13 00:00:00,Gulfstream American G-1159 Gulfstream II B,N511PK,private,0.0,within Venezuela,w/o,GULFSTREAM AMERICAN G-1159 GULFSTREAM II B
2022-04-13 00:00:00,Basler BT-67 Turbo 67,PNC0257,Servicio Aéreo de Policia,0.0,Villavicencio-La Vanguardia Airport (VVC),sub,BASLER BT-67 TURBO 67
2022-04-13 00:00:00,Cessna 208B Grand Caravan,N928JP,Gem Air,1.0,"0,7 km NE of Burley Municipal Airport, ID (BYI)",w/o,CESSNA 208B GRAND CARAVAN
2022-04-14 00:00:00,Fairchild SA227-DC Metro 23,N820DC,Denver Air Connection,0.0,"Denver International Airport, CO (DEN/KDEN)",sub,FAIRCHILD SA227-DC METRO 23
2022-04-17 00:00:00,Embraer EMB-505 Phenom 300,PP-LGD,VOAR Cooperativa,0.0,"Maraú-Barra Grande Airport, BA (SIRI)",sub,EMBRAER EMB-505 PHENOM 300
2022-04-17 00:00:00,Cessna 525B CitationJet CJ3,N225SC,GP Aviation LLC,0.0,"Caldwell Wright Airport, NJ (CDW)",sub,CESSNA 525B CITATIONJET CJ3
2022-04-22 00:00:00,Antonov An-26B-100,UR-UZB,Constanta Airlines,1.0,Mykhailivka,w/o,ANTONOV AN-26B-100
2022-04-26 00:00:00,Boeing 737-8AS (WL),EI-ENK,Ryanair,0.0,Almería Airport (LEI),non,BOEING 737-8AS (WL)
2022-04-30 00:00:00,Beechcraft 99A Airliner,N699CZ,Freight Runners Express,0.0,"Milwaukee-General Mitchell Airport (MKE/KMKE), Milwaukee, WI",sub,BEECHCRAFT 99A AIRLINER
2022-04-30 00:00:00,Cessna 208B Grand Caravan,F-GXMP,Centre Ecole de Parachutisme Sportif de l'Ariège,0.0,Pamiers/Les Pujols Airport,sub,CESSNA 208B GRAND CARAVAN
2022-05-01 00:00:00,Boeing 737-8AS (WL),VT-SLH,SpiceJet,0.0,E of Durgapur,Unknown,BOEING 737-8AS (WL)
2022-05-03 00:00:00,Shorts 360-300,N744LG,Air Cargo Carriers,0.0,San Juan-Luis Muñoz Marín International Airport (SJU),sub,SHORTS 360-300
2022-05-06 00:00:00,Beechcraft 200 Super King Air,CC-CDY,Sociedad De Transporte Aéreo Movi Air SPA,0.0,Santiago-Arturo Merino Benitez Airport (SCL),sub,BEECHCRAFT 200 SUPER KING AIR
2022-05-06 00:00:00,Boeing 737-82R (WL),YR-BMM,Blue Air,0.0,Napoli-Capodichino Airport (NAP),sub,BOEING 737-82R (WL)
2022-05-10 00:00:00,Boeing 737-883 (WL),LN-RRH,SAS Scandinavian Airlines,0.0,between Stavanger and Oslo,non,BOEING 737-883 (WL)
2022-05-11 00:00:00,Viking Air DHC-6 Twin Otter 400,TJ-TIM,Caverton Helicopters (Cameroun) Ltd.,11.0,near Nanga Eboko,w/o,VIKING AIR DHC-6 TWIN OTTER 400
2022-05-11 00:00:00,Cessna 208 Caravan I,PT-OQR,"LBK Serviço Aéreo Especializado, opf Skydive4Fun",2.0,"Boituva, SP",sub,CESSNA 208 CARAVAN I
2022-05-12 00:00:00,Airbus A319-115 (WL),B-6425,Tibet Airlines,0.0,Chongqing Jiangbei International Airport (CKG/ZUCK),w/o,AIRBUS A319-115 (WL)
2022-05-20 00:00:00,Embraer EMB-110P1 Bandeirante,PT-SHN,Sales Taxi Aéreo,0.0,"Eldorado do Sul, RS",sub,EMBRAER EMB-110P1 BANDEIRANTE
2022-05-21 00:00:00,Boeing 737-7H4 (WL),N256WN,Southwest Airlines,0.0,"Tacoma, Washington",non,BOEING 737-7H4 (WL)
2022-05-24 00:00:00,de Havilland Canada DHC-3T Turbine Otter,N703TH,Yakutat Coastal Airlines,0.0,"near Dry Bay Airport, AK",sub,DE HAVILLAND CANADA DHC-3T TURBINE OTTER
2022-05-25 00:00:00,Airbus A320-232,N483UA,United Airlines,0.0,"Springfield, MO",non,AIRBUS A320-232
2022-05-27 00:00:00,Boeing 787-9 Dreamliner,A6-BLF,Etihad Airways,0.0,between Abu Dhabi and Lahore,Unknown,BOEING 787-9 DREAMLINER
2022-05-28 00:00:00,Beechcraft B200 King Air,ZS-PTE,Unknown,0.0,near Lynedoch Private Airfield,sub,BEECHCRAFT B200 KING AIR
2022-05-29 00:00:00,de Havilland Canada DHC-6 Twin Otter 300,9N-AET,Tara Air,22.0,Sanosware,w/o,DE HAVILLAND CANADA DHC-6 TWIN OTTER 300
2022-06-02 00:00:00,Cessna 525 CitationJet,N131PL,Kam Aviation LLC,0.0,"Natchitoches Regional Airport, LA",sub,CESSNA 525 CITATIONJET
2022-06-03 00:00:00,Cessna 208B Supervan 900,N7581F,GoJump Oceanside,1.0,"0,5 km E of Oceanside Municipal Airport, CA (OCN/KOKB)",sub,CESSNA 208B SUPERVAN 900
2022-06-04 00:00:00,Cessna 208 Caravan I,N90JF,Connecticut Parachutists,0.0,"Ellington Airport, CT (7B9)",sub,CESSNA 208 CARAVAN I
2022-06-07 00:00:00,Shorts SC.7 Skyvan 3-200,N731E,Alaskan Air Charter,0.0,"Chisana Field, AK (CZN)",sub,SHORTS SC.7 SKYVAN 3-200
2022-06-07 00:00:00,Bombardier BD-100-1A10 Challenger 300,N694PD,Pacific Dental Services,0.0,"Hawthorne Airport, CA (HHR)",non,BOMBARDIER BD-100-1A10 CHALLENGER 300
2022-06-10 00:00:00,Airbus A319,UNKNOWN,Unknown,0.0,near Düsseldorf,non,AIRBUS A319
2022-06-13 00:00:00,Cessna 550 Citation II,N550GX,Northern Meridian LLC,0.0,"Fargo-Hector International Airport, ND (FAR)",sub,CESSNA 550 CITATION II
2022-06-15 00:00:00,Beechcraft B200 Super King Air,OO-LET,ASL - Air Service Liege,0.0,Liège Airport (LGG),sub,BEECHCRAFT B200 SUPER KING AIR
2022-06-16 00:00:00,Boeing 737-3M8 (QC),9S-ABJ,Gomair,0.0,Kananga Airport (KGA),sub,BOEING 737-3M8 (QC)
2022-06-17 00:00:00,Boeing 777-228ER,F-GSPQ,Air France,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",non,BOEING 777-228ER
2022-06-17 00:00:00,Airbus A330-202,EI-EJL,ITA Airways,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",non,AIRBUS A330-202
2022-06-21 00:00:00,McDonnell Douglas MD-82,HI1064,RED Air,0.0,"Miami International Airport, FL (MIA)",w/o,MCDONNELL DOUGLAS MD-82
2022-06-21 00:00:00,Antonov An-2R,RA-17742,Techservice,2.0,"46 km SE of Sebyan-Kyuel, Kobyaysky District",w/o,ANTONOV AN-2R
2022-06-22 00:00:00,Learjet 55C,YV3304,private,6.0,7 km SSE of Charallave-Óscar Machado Zuloaga Airport,w/o,LEARJET 55C
2022-06-22 00:00:00,Antonov An-30M,30001,NPP Mir,0.0,70 km SE of Olenyok Airport (ONK),sub,ANTONOV AN-30M
2022-06-24 00:00:00,Fokker F-27 Friendship 500,5Y-CCE,Icon Aviation,0.0,Juba Airport (JUB),Unknown,FOKKER F-27 FRIENDSHIP 500
2022-06-24 00:00:00,Ilyushin Il-76MD,RF-78778,Russian Air Force,5.0,5 km ESE of Ryazan-Dyagilevo Air Base,w/o,ILYUSHIN IL-76MD
2022-06-25 00:00:00,de Havilland Canada DHC-8-402Q Dash 8,JA854A,"All Nippon Airways - ANA, opb ANA Wings",0.0,40 km WSW of Tokushima Airport,non,DE HAVILLAND CANADA DHC-8-402Q DASH 8
2022-06-26 00:00:00,Cessna 208 Supervan 900,N265KP,Alaska Seaplanes,0.0,"Elfin Cove Seaplane Base, AK (ELV)",sub,CESSNA 208 SUPERVAN 900
Unknown,Antonov An-2R,RA-17951,Voskhod LLC,0.0,near Oymyakon Airfield,sub,ANTONOV AN-2R
2022-07-01 00:00:00,Antonov An-12BK,UR-11316,Motor Sich,0.0,Uzhgorod Airport (UKLU),sub,ANTONOV AN-12BK
2022-07-01 00:00:00,Boeing 737-7H4 (WL),N480WN,Southwest Airlines,0.0,"Santa Ana-John Wayne International Airport, CA (SNA/KSNA)",non,BOEING 737-7H4 (WL)
2022-07-01 00:00:00,Learjet 35A,LV-BPA,Flying America SA,4.0,"Río Grande-Gobernador Ramón Trejo Noel International Airport, TF (RGA)",w/o,LEARJET 35A
2022-07-13 00:00:00,Gulfstream G450,HZ-A23,Alpha Star Aviation Services,0.0,Jeddah-King Abdulaziz International Airport (JED),sub,GULFSTREAM G450
2022-07-13 00:00:00,Cessna 208B Super Cargomaster,N877FE,Corporate Air,0.0,"Salt Lake City International Airport, UT (SLC)",sub,CESSNA 208B SUPER CARGOMASTER
2022-07-15 00:00:00,Raytheon Beechjet 400A,N400MX,"Aircraft Management Group, Inc",0.0,"Brunswick-Glynco Jetport, GA (BQK)",sub,RAYTHEON BEECHJET 400A
2022-07-15 00:00:00,Antonov An-2R,RA-02240,private,2.0,"Prochnookopskaya, Novokubansky district, Krasnodar region",sub,ANTONOV AN-2R
2022-07-16 00:00:00,Boeing 737-81D (WL),JA807X,Solaseed Air,0.0,120 km SW of Naha Airport,non,BOEING 737-81D (WL)
2022-07-16 00:00:00,Fokker 50,5Y-JSN,Icon Aviation,0.0,Rubkona Airport,sub,FOKKER 50
2022-07-16 00:00:00,Antonov An-12BK,UR-CIC,Meridian,8.0,16 km W of Kavala,w/o,ANTONOV AN-12BK
2022-07-18 00:00:00,Fokker 50,5Y-JXN,Jubba Airways,0.0,Mogadishu Aden Adde International Airport (MGQ),w/o,FOKKER 50
2022-07-20 00:00:00,Airbus A321-271NX,HA-LGA,Wizz Air,0.0,Budapest Ferenc Liszt International Airport (BUD/LHBP),non,AIRBUS A321-271NX
2022-07-21 00:00:00,Cessna 680 Citation Sovereign,C-GDCP,Anderson Air,0.0,"Kotzebue-Ralph Wien Memorial Airport, AK (OTZ)",sub,CESSNA 680 CITATION SOVEREIGN
2022-07-22 00:00:00,Antonov An-2,ST-AUD,Crop Protection Company,0.0,W of Omdurman Al Hara,sub,ANTONOV AN-2
2022-07-24 00:00:00,Boeing 717-2BD,N945AT,Delta Air Lines,0.0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",sub,BOEING 717-2BD
2022-07-25 00:00:00,Airbus A320-214,N950AV,Avianca,0.0,Rionegro/Medellín-José María Córdova Airport (MDE/SKRG),non,AIRBUS A320-214
2022-07-27 00:00:00,Bombardier BD-100-1A10 Challenger 300,N557XJ,VistaJet,0.0,"San Francisco, CA",non,BOMBARDIER BD-100-1A10 CHALLENGER 300
2022-07-28 00:00:00,de Havilland Canada DHC-3T Vazar Turbine Otter,N320KT,Rust's Flying Service,0.0,"Talkeetna Airport, AK (TKA)",sub,DE HAVILLAND CANADA DHC-3T VAZAR TURBINE OTTER
2022-07-29 00:00:00,CASA C-212 Aviocar 200,N497CA,Rampart Aviation,1.0,"Raleigh/Durham Airport, NC (RDU)",sub,CASA C-212 AVIOCAR 200
2022-07-30 00:00:00,Boeing 737-86N (WL),HS-DBR,Nok Air,0.0,Chiang Rai-Mae Fah Luang International Airport (CEI),sub,BOEING 737-86N (WL)
2022-08-05 00:00:00,Boeing 777-FDZ,A7-BFH,Qatar Airways Cargo,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub,BOEING 777-FDZ
2022-08-06 00:00:00,Boeing 757-251 (WL),N540US,Delta Air Lines,0.0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub,BOEING 757-251 (WL)
2022-08-07 00:00:00,IAI 1124 Westwind,PR-OMX,Brasil Vida Táxi Aéreo,0.0,"Goiânia-Nacional de Aviação Aerodrome, GO (SBNV)",sub,IAI 1124 WESTWIND
2022-08-15 00:00:00,Cessna 560 Citation Encore,N977MR,"Raber Flight Services, LLC",0.0,"Aspen-Pitkin County Airport, CO (ASE/KASE)",sub,CESSNA 560 CITATION ENCORE
2022-08-17 00:00:00,Antonov An-24B,RA-47848,Angara Airlines,0.0,Ust-Kut Airport (UKX),sub,ANTONOV AN-24B
2022-08-19 00:00:00,Boeing 737-824 (WL),N73270,United Airlines,0.0,"Pharisburg, OH",non,BOEING 737-824 (WL)
2022-08-20 00:00:00,Beechcraft 99,N399TS,PACC Air,0.0,"Oshkosh-Wittman Field, WI (OSH)",sub,BEECHCRAFT 99
2022-08-29 00:00:00,Boeing 717-2BD,N946AT,Delta Air Lines,0.0,"E of Detroit, MI",non,BOEING 717-2BD
2022-08-30 00:00:00,Cessna 208B Grand Caravan EX,PK-SNW,Smart Cakrawala Aviation,0.0,Sinak Airport (NKD),sub,CESSNA 208B GRAND CARAVAN EX
2022-08-31 00:00:00,Cessna 208B Grand Caravan EX,N208JM,Private,0.0,ca 1 km S of Abu Dhabi-Bateen Airport (AZI),w/o,CESSNA 208B GRAND CARAVAN EX
2022-09-01 00:00:00,Boeing 737-824 (WL),N76529,United Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",non,BOEING 737-824 (WL)
2022-09-02 00:00:00,Antonov An-2R,RA-56534,2nd Arkhangelsk United Aviation Division,0.0,Nes,sub,ANTONOV AN-2R
2022-09-03 00:00:00,Shorts SC.7 Skyvan 3M-400,SP-HIP,SkyForce,2.0,2 km SSW of Piotrków Trybunalski-Bujny Airport,w/o,SHORTS SC.7 SKYVAN 3M-400
2022-09-04 00:00:00,Airbus A220-100,N113DQ,Delta Air Lines,0.0,"near New York-La Guardia Airport, NY (LGA/KLGA)",non,AIRBUS A220-100
2022-09-04 00:00:00,Boeing 777-F1H,D-AALU,AeroLogic,0.0,Frankfurt International Airport (FRA/EDDF),non,BOEING 777-F1H
2022-09-04 00:00:00,de Havilland Canada DHC-3T Turbine Otter,N725TH,Friday Harbor Seaplane Tours,10.0,"3 km SW off Freeland, WA",w/o,DE HAVILLAND CANADA DHC-3T TURBINE OTTER
2022-09-04 00:00:00,Cessna 551 Citation II/SP,OE-FGR,GG Rent,4.0,37 km NW off Ventspils (Baltic Sea),w/o,CESSNA 551 CITATION II/SP
2022-09-07 00:00:00,Cessna 750 Citation X,N15TZ,"BVS, Inc",0.0,"Phoenix-Mesa Gateway Airport, AZ (AZA)",sub,CESSNA 750 CITATION X
2022-09-09 00:00:00,Learjet 36,N26FN,Strategic Airborne Operations,0.0,"San Diego-North Island NAS, CA (NZY)",sub,LEARJET 36
